installment,grade,home_ownership,loan_status
730.02,A,MORTGAGE,Fully Paid
210.56,C,MORTGAGE,Fully Paid
536.81,F,RENT,Fully Paid
130.94,B,RENT,Fully Paid
387.7,B,MORTGAGE,Fully Paid
444.86,A,MORTGAGE,Fully Paid
224.21,B,RENT,Fully Paid
142.08,C,MORTGAGE,Fully Paid
93.31,A,RENT,Fully Paid
106.75,B,MORTGAGE,Fully Paid
627.93,D,RENT,Fully Paid
154.37,A,MORTGAGE,Fully Paid
230.8,B,RENT,Fully Paid
361.92,A,MORTGAGE,Fully Paid
676.87,F,MORTGAGE,Fully Paid
187.93,B,RENT,Fully Paid
60.47,B,RENT,Fully Paid
148.68,D,RENT,Fully Paid
634.1,C,MORTGAGE,Charged Off
141.5,C,OWN,Fully Paid
278.97,B,MORTGAGE,Fully Paid
430.78,B,MORTGAGE,Fully Paid
69.94,D,MORTGAGE,Fully Paid
336.9,C,RENT,Charged Off
369.54,B,MORTGAGE,Fully Paid
341.73,C,MORTGAGE,Fully Paid
117.92,C,MORTGAGE,Fully Paid
97.64,B,RENT,Fully Paid
182.66,B,MORTGAGE,Fully Paid
605.41,B,MORTGAGE,Fully Paid
518.76,C,RENT,Fully Paid
179.8,A,MORTGAGE,Fully Paid
531.36,B,RENT,Fully Paid
287.17,A,MORTGAGE,Fully Paid
216.11,A,RENT,Fully Paid
473.45,A,MORTGAGE,Fully Paid
258.1,B,RENT,Charged Off
208.67,C,OWN,Fully Paid
318.48,C,MORTGAGE,Fully Paid
239.21,C,MORTGAGE,Fully Paid
880.37,G,RENT,Fully Paid
191.28,C,RENT,Fully Paid
172.82,C,RENT,Fully Paid
396.7,D,MORTGAGE,Fully Paid
387.15,B,RENT,Fully Paid
117.85,B,RENT,Fully Paid
384.63,B,RENT,Fully Paid
278.23,C,RENT,Charged Off
301.6,A,RENT,Fully Paid
609.32,E,RENT,Fully Paid
512.13,E,MORTGAGE,Fully Paid
220.95,A,OWN,Fully Paid
491.01,B,MORTGAGE,Fully Paid
185.24,A,RENT,Fully Paid
737.38,D,RENT,Charged Off
450.9,C,MORTGAGE,Fully Paid
162.87,C,RENT,Fully Paid
134.76,C,RENT,Fully Paid
400.31,B,MORTGAGE,Fully Paid
155.51,A,RENT,Charged Off
301.6,A,MORTGAGE,Fully Paid
444.79,B,MORTGAGE,Fully Paid
291.96,A,MORTGAGE,Fully Paid
205.09,A,RENT,Fully Paid
304.18,A,MORTGAGE,Fully Paid
111.97,A,MORTGAGE,Fully Paid
425.55,B,RENT,Fully Paid
63.72,D,OWN,Fully Paid
347.45,E,MORTGAGE,Fully Paid
244.79,D,MORTGAGE,Fully Paid
221.21,C,RENT,Fully Paid
512.13,E,MORTGAGE,Fully Paid
594.72,D,MORTGAGE,Fully Paid
109.66,B,RENT,Fully Paid
219.2,A,RENT,Charged Off
130.43,B,RENT,Fully Paid
157.82,A,MORTGAGE,Fully Paid
51.62,B,RENT,Fully Paid
497.28,C,RENT,Charged Off
271.45,C,RENT,Fully Paid
509.97,F,MORTGAGE,Fully Paid
286.14,A,RENT,Charged Off
594.71,E,RENT,Charged Off
785.62,B,MORTGAGE,Fully Paid
158.99,C,MORTGAGE,Fully Paid
392.08,A,MORTGAGE,Fully Paid
185.24,A,MORTGAGE,Fully Paid
160.75,D,RENT,Charged Off
538.46,E,MORTGAGE,Fully Paid
77.34,D,RENT,Fully Paid
124.41,A,MORTGAGE,Fully Paid
239.11,B,RENT,Fully Paid
162.73,B,RENT,Fully Paid
125.18,F,RENT,Fully Paid
165.91,C,RENT,Charged Off
371.91,D,MORTGAGE,Fully Paid
217.38,B,MORTGAGE,Fully Paid
309.91,E,RENT,Charged Off
358.13,A,RENT,Fully Paid
486.26,D,MORTGAGE,Fully Paid
332.22,D,MORTGAGE,Charged Off
93.31,A,MORTGAGE,Fully Paid
615.11,C,RENT,Charged Off
777.55,A,MORTGAGE,Fully Paid
583.92,A,MORTGAGE,Fully Paid
152.09,A,RENT,Fully Paid
789.66,E,RENT,Charged Off
1062.71,B,RENT,Fully Paid
162.87,C,RENT,Fully Paid
83.69,C,RENT,Fully Paid
932.17,F,RENT,Charged Off
248.82,A,RENT,Fully Paid
301.6,A,MORTGAGE,Fully Paid
60.32,A,RENT,Fully Paid
231.05,D,MORTGAGE,Charged Off
351.28,C,MORTGAGE,Fully Paid
404.27,C,RENT,Fully Paid
379.62,B,MORTGAGE,Fully Paid
543.44,B,MORTGAGE,Fully Paid
361.92,A,MORTGAGE,Fully Paid
870.85,A,MORTGAGE,Fully Paid
166.05,B,MORTGAGE,Fully Paid
497.63,A,RENT,Charged Off
373.17,B,MORTGAGE,Charged Off
246.99,A,MORTGAGE,Fully Paid
310.36,D,RENT,Fully Paid
586.58,A,MORTGAGE,Charged Off
263.78,B,RENT,Fully Paid
488.18,B,RENT,Fully Paid
399.36,B,OWN,Fully Paid
486.26,D,OWN,Fully Paid
230.8,B,RENT,Fully Paid
581.58,C,MORTGAGE,Fully Paid
137.49,B,RENT,Charged Off
120.64,A,OWN,Fully Paid
315.63,A,RENT,Fully Paid
261.88,B,MORTGAGE,Fully Paid
332.1,B,MORTGAGE,Fully Paid
98.92,B,RENT,Fully Paid
466.53,A,MORTGAGE,Fully Paid
679.2,A,MORTGAGE,Fully Paid
553.4,D,MORTGAGE,Fully Paid
340.57,A,MORTGAGE,Fully Paid
130.63,A,RENT,Fully Paid
293.29,A,RENT,Fully Paid
106.39,B,MORTGAGE,Fully Paid
63.13,A,OWN,Fully Paid
497.64,A,MORTGAGE,Fully Paid
258.47,B,OWN,Charged Off
292.01,A,MORTGAGE,Fully Paid
719.1,F,MORTGAGE,Fully Paid
157.13,B,RENT,Fully Paid
614.48,D,MORTGAGE,Fully Paid
426.52,E,RENT,Fully Paid
355.99,D,RENT,Fully Paid
337.8,A,RENT,Fully Paid
195.27,B,RENT,Fully Paid
604.42,B,MORTGAGE,Charged Off
505.34,C,RENT,Fully Paid
76.05,A,MORTGAGE,Fully Paid
478.22,B,RENT,Fully Paid
152.17,B,OWN,Fully Paid
190.02,C,MORTGAGE,Fully Paid
850.95,D,MORTGAGE,Fully Paid
298.89,B,RENT,Fully Paid
301.41,D,MORTGAGE,Fully Paid
278.96,A,MORTGAGE,Fully Paid
246.99,A,MORTGAGE,Fully Paid
186.61,A,MORTGAGE,Fully Paid
136.88,A,RENT,Fully Paid
361.92,A,OWN,Fully Paid
93.31,A,RENT,Charged Off
594.78,B,RENT,Fully Paid
555.71,A,MORTGAGE,Fully Paid
566.66,F,MORTGAGE,Fully Paid
139.12,C,RENT,Fully Paid
333.6,B,MORTGAGE,Charged Off
57.77,D,OWN,Charged Off
245.51,B,MORTGAGE,Fully Paid
983.66,G,MORTGAGE,Fully Paid
539.61,G,RENT,Charged Off
215.39,B,MORTGAGE,Fully Paid
296.75,B,RENT,Fully Paid
759.53,E,MORTGAGE,Fully Paid
45.63,A,RENT,Fully Paid
654.16,F,MORTGAGE,Charged Off
991.1,G,MORTGAGE,Fully Paid
193.58,B,MORTGAGE,Fully Paid
267.67,A,RENT,Fully Paid
155.51,A,OWN,Fully Paid
1129.19,B,MORTGAGE,Fully Paid
365.01,A,MORTGAGE,Fully Paid
1139.08,B,RENT,Fully Paid
197.83,B,RENT,Fully Paid
395.22,B,RENT,Fully Paid
203.59,C,RENT,Fully Paid
98.92,B,RENT,Charged Off
273.02,A,RENT,Fully Paid
532.67,F,MORTGAGE,Fully Paid
727.78,A,RENT,Fully Paid
217.72,A,MORTGAGE,Fully Paid
353.46,B,MORTGAGE,Fully Paid
349.7,D,RENT,Fully Paid
478.22,C,MORTGAGE,Fully Paid
324.87,B,MORTGAGE,Fully Paid
230.8,B,RENT,Fully Paid
355.99,D,RENT,Fully Paid
150.8,A,RENT,Fully Paid
995.26,A,MORTGAGE,Fully Paid
444.7,C,MORTGAGE,Fully Paid
212.78,B,MORTGAGE,Fully Paid
531,D,MORTGAGE,Fully Paid
874.25,D,OWN,Fully Paid
243.34,A,RENT,Charged Off
331.96,B,MORTGAGE,Fully Paid
466.53,A,RENT,Fully Paid
387.7,B,MORTGAGE,Charged Off
111.97,A,RENT,Charged Off
202.01,A,MORTGAGE,Fully Paid
45.24,A,MORTGAGE,Fully Paid
248.11,B,RENT,Fully Paid
398.52,B,RENT,Fully Paid
272.98,C,RENT,Fully Paid
140.61,D,MORTGAGE,Fully Paid
349.7,D,RENT,Fully Paid
612.99,B,MORTGAGE,Fully Paid
142.04,A,RENT,Charged Off
730.02,A,MORTGAGE,Fully Paid
134.8,C,RENT,Fully Paid
225.84,B,OWN,Fully Paid
306.35,D,MORTGAGE,Charged Off
39.21,A,MORTGAGE,Fully Paid
358.56,D,RENT,Fully Paid
212.19,B,RENT,Fully Paid
60.32,A,MORTGAGE,Fully Paid
458.28,B,MORTGAGE,Fully Paid
100.38,A,MORTGAGE,Fully Paid
122.4,D,RENT,Fully Paid
451.65,B,MORTGAGE,Fully Paid
390.86,B,RENT,Fully Paid
436.46,B,RENT,Fully Paid
322.63,B,MORTGAGE,Fully Paid
331.27,C,MORTGAGE,Fully Paid
805.21,F,MORTGAGE,Fully Paid
737.04,C,MORTGAGE,Fully Paid
467.59,B,MORTGAGE,Fully Paid
984.26,D,RENT,Fully Paid
332.1,B,RENT,Fully Paid
400.65,D,MORTGAGE,Fully Paid
505.34,C,RENT,Fully Paid
281.55,E,RENT,Charged Off
191.29,B,MORTGAGE,Fully Paid
276.64,B,MORTGAGE,Fully Paid
320.25,B,MORTGAGE,Fully Paid
74.65,C,OWN,Fully Paid
117.05,B,RENT,Charged Off
348.95,C,MORTGAGE,Fully Paid
371.02,B,MORTGAGE,Fully Paid
217.72,A,MORTGAGE,Fully Paid
175.95,B,RENT,Fully Paid
30.16,A,MORTGAGE,Fully Paid
191.18,B,MORTGAGE,Fully Paid
416.58,B,RENT,Fully Paid
262.48,B,MORTGAGE,Fully Paid
1288.1,E,MORTGAGE,Fully Paid
153.84,A,MORTGAGE,Fully Paid
278.01,D,RENT,Fully Paid
225.83,B,RENT,Fully Paid
22.24,B,MORTGAGE,Fully Paid
284.16,C,MORTGAGE,Fully Paid
304.18,A,RENT,Fully Paid
117.92,C,RENT,Fully Paid
312.58,C,MORTGAGE,Fully Paid
191.75,A,MORTGAGE,Fully Paid
313.57,B,MORTGAGE,Fully Paid
324.45,D,RENT,Fully Paid
77.34,D,RENT,Fully Paid
148.7,B,MORTGAGE,Fully Paid
305.38,C,RENT,Fully Paid
542.33,E,MORTGAGE,Fully Paid
466.53,A,OWN,Fully Paid
187.96,C,RENT,Fully Paid
113.88,C,MORTGAGE,Fully Paid
313.02,B,MORTGAGE,Charged Off
32.74,B,OWN,Fully Paid
291.76,D,RENT,Fully Paid
430.14,D,OWN,Charged Off
387.11,C,MORTGAGE,Charged Off
85.25,C,RENT,Charged Off
361.92,A,RENT,Fully Paid
352.36,B,MORTGAGE,Fully Paid
263.78,B,MORTGAGE,Fully Paid
162.73,B,RENT,Fully Paid
32.27,B,MORTGAGE,Fully Paid
558.59,D,MORTGAGE,Fully Paid
235.69,B,OWN,Fully Paid
485.38,B,MORTGAGE,Fully Paid
421.15,E,RENT,Fully Paid
444.79,B,MORTGAGE,Fully Paid
304.18,A,MORTGAGE,Fully Paid
182.51,A,RENT,Fully Paid
79.14,B,RENT,Fully Paid
301.54,B,MORTGAGE,Fully Paid
1145.69,B,RENT,Charged Off
291.76,D,MORTGAGE,Fully Paid
637.59,A,RENT,Fully Paid
344.62,B,MORTGAGE,Fully Paid
425.85,A,OWN,Fully Paid
184.37,E,MORTGAGE,Fully Paid
54.83,E,RENT,Fully Paid
176.43,A,MORTGAGE,Fully Paid
524.59,C,MORTGAGE,Charged Off
271.45,C,RENT,Charged Off
210.92,D,RENT,Fully Paid
207.72,B,MORTGAGE,Fully Paid
63.77,B,RENT,Fully Paid
300.34,B,MORTGAGE,Fully Paid
256.36,A,MORTGAGE,Fully Paid
327.7,B,MORTGAGE,Fully Paid
365.01,A,RENT,Fully Paid
304.18,A,MORTGAGE,Fully Paid
327.43,C,MORTGAGE,Charged Off
271.44,A,RENT,Fully Paid
370.48,A,OWN,Fully Paid
414.76,C,RENT,Fully Paid
402.56,C,MORTGAGE,Fully Paid
208.67,C,MORTGAGE,Fully Paid
101.88,A,RENT,Fully Paid
88.38,A,MORTGAGE,Fully Paid
110.16,D,RENT,Fully Paid
575.12,C,RENT,Fully Paid
232.47,B,RENT,Fully Paid
64.53,B,MORTGAGE,Fully Paid
531,D,OWN,Fully Paid
297.53,D,MORTGAGE,Charged Off
186.61,A,MORTGAGE,Fully Paid
323.08,B,MORTGAGE,Fully Paid
245.8,D,OWN,Charged Off
495.34,C,MORTGAGE,Fully Paid
286.36,C,RENT,Charged Off
294.96,D,RENT,Fully Paid
214.03,C,RENT,Fully Paid
252.67,C,RENT,Fully Paid
294.61,B,MORTGAGE,Fully Paid
518.44,C,OWN,Fully Paid
243.34,A,MORTGAGE,Fully Paid
318.48,C,RENT,Charged Off
172.82,C,RENT,Fully Paid
161.32,B,RENT,Charged Off
340.99,C,MORTGAGE,Fully Paid
101.8,C,RENT,Fully Paid
363.97,C,RENT,Fully Paid
260.85,B,MORTGAGE,Fully Paid
114.42,A,OWN,Fully Paid
252.51,A,RENT,Fully Paid
347.2,A,OWN,Charged Off
139.49,B,MORTGAGE,Fully Paid
116.31,B,MORTGAGE,Fully Paid
87.09,A,RENT,Fully Paid
412.96,B,MORTGAGE,Fully Paid
475.86,C,MORTGAGE,Fully Paid
412.26,E,MORTGAGE,Fully Paid
318.82,B,RENT,Fully Paid
320.54,A,RENT,Fully Paid
432.32,B,RENT,Fully Paid
121.67,A,RENT,Fully Paid
161.32,B,RENT,Fully Paid
163.64,D,RENT,Fully Paid
126.68,A,MORTGAGE,Fully Paid
507.76,E,MORTGAGE,Charged Off
291.76,D,RENT,Fully Paid
136.69,B,MORTGAGE,Fully Paid
487.95,C,MORTGAGE,Charged Off
143.2,B,MORTGAGE,Fully Paid
124.41,A,RENT,Fully Paid
361.92,A,RENT,Fully Paid
62.21,A,RENT,Fully Paid
373.22,A,MORTGAGE,Fully Paid
593.49,B,MORTGAGE,Fully Paid
336.9,C,OWN,Charged Off
329.82,B,MORTGAGE,Charged Off
162.73,B,RENT,Fully Paid
209.71,B,MORTGAGE,Fully Paid
196.41,B,MORTGAGE,Fully Paid
258.1,B,MORTGAGE,Fully Paid
72.54,B,MORTGAGE,Charged Off
475.86,C,RENT,Fully Paid
132.32,A,OWN,Fully Paid
227.48,C,MORTGAGE,Fully Paid
377.32,C,RENT,Fully Paid
349.7,D,MORTGAGE,Fully Paid
269.52,C,MORTGAGE,Fully Paid
696.68,A,MORTGAGE,Fully Paid
63.7,C,MORTGAGE,Fully Paid
217.72,A,MORTGAGE,Charged Off
239.11,B,MORTGAGE,Fully Paid
73.07,B,OWN,Fully Paid
190.21,B,RENT,Charged Off
554.76,D,MORTGAGE,Fully Paid
746.44,A,MORTGAGE,Fully Paid
510.96,B,MORTGAGE,Fully Paid
265.68,B,MORTGAGE,Fully Paid
217.72,A,RENT,Charged Off
85.69,E,OWN,Fully Paid
227.48,C,MORTGAGE,Fully Paid
445.19,B,OWN,Fully Paid
74.65,A,MORTGAGE,Fully Paid
1061.99,D,RENT,Fully Paid
195.27,B,MORTGAGE,Fully Paid
37.7,A,OWN,Fully Paid
777.55,A,MORTGAGE,Charged Off
278.23,C,MORTGAGE,Fully Paid
1088.56,A,MORTGAGE,Fully Paid
45.24,A,MORTGAGE,Charged Off
127.88,C,RENT,Charged Off
104.41,E,RENT,Charged Off
305.74,D,MORTGAGE,Fully Paid
326.52,D,RENT,Fully Paid
430.78,B,MORTGAGE,Fully Paid
243.34,A,RENT,Fully Paid
124.6,D,MORTGAGE,Charged Off
324.52,C,RENT,Fully Paid
243.34,A,MORTGAGE,Fully Paid
380.98,D,RENT,Charged Off
68.43,A,MORTGAGE,Charged Off
466.53,A,RENT,Fully Paid
220.1,B,MORTGAGE,Fully Paid
76.55,A,RENT,Fully Paid
135.73,C,RENT,Fully Paid
139.96,A,OWN,Fully Paid
113.28,D,RENT,Charged Off
290.24,B,RENT,Fully Paid
124.41,A,RENT,Fully Paid
109.05,E,MORTGAGE,Fully Paid
564.57,B,MORTGAGE,Charged Off
734.37,D,MORTGAGE,Fully Paid
302.31,D,RENT,Fully Paid
260.44,A,MORTGAGE,Fully Paid
559.83,A,RENT,Fully Paid
383.82,F,RENT,Charged Off
164.86,B,RENT,Fully Paid
193.58,B,RENT,Fully Paid
195.27,B,RENT,Fully Paid
162.51,A,MORTGAGE,Charged Off
255.33,B,RENT,Fully Paid
114.57,B,RENT,Fully Paid
196.41,B,RENT,Charged Off
303.01,A,RENT,Fully Paid
452.4,A,MORTGAGE,Fully Paid
246.15,A,MORTGAGE,Fully Paid
198.35,D,OWN,Fully Paid
555.71,A,MORTGAGE,Fully Paid
609.32,E,RENT,Fully Paid
460.31,A,RENT,Fully Paid
88.5,D,MORTGAGE,Fully Paid
269.52,C,RENT,Fully Paid
440.54,C,RENT,Fully Paid
146.01,A,MORTGAGE,Fully Paid
395.87,B,MORTGAGE,Fully Paid
171.06,A,MORTGAGE,Fully Paid
744.77,G,OWN,Charged Off
322.63,B,RENT,Fully Paid
318.48,C,MORTGAGE,Fully Paid
106.75,B,RENT,Fully Paid
180.96,A,OWN,Fully Paid
108.86,A,MORTGAGE,Fully Paid
243.34,A,MORTGAGE,Fully Paid
439.76,B,OWN,Fully Paid
376.76,D,RENT,Charged Off
426.1,A,MORTGAGE,Fully Paid
372.38,D,RENT,Fully Paid
150.03,B,RENT,Fully Paid
99.63,B,MORTGAGE,Fully Paid
186.61,A,MORTGAGE,Fully Paid
870.85,A,MORTGAGE,Fully Paid
333.83,C,RENT,Fully Paid
105.5,D,RENT,Charged Off
368.69,D,RENT,Charged Off
246.15,A,RENT,Fully Paid
202.01,A,RENT,Fully Paid
363.97,C,MORTGAGE,Fully Paid
685.15,D,MORTGAGE,Fully Paid
157.13,B,OWN,Fully Paid
199.9,A,RENT,Charged Off
399.76,B,MORTGAGE,Fully Paid
568.32,C,MORTGAGE,Fully Paid
281.22,D,RENT,Fully Paid
102.56,A,MORTGAGE,Fully Paid
316.53,B,MORTGAGE,Fully Paid
290.37,B,MORTGAGE,Fully Paid
241.28,A,MORTGAGE,Fully Paid
292.91,B,RENT,Fully Paid
617.46,A,MORTGAGE,Fully Paid
461.6,B,RENT,Fully Paid
34.78,C,MORTGAGE,Fully Paid
197.83,B,OWN,Charged Off
112.55,A,MORTGAGE,Fully Paid
514.64,B,MORTGAGE,Fully Paid
212.78,B,MORTGAGE,Fully Paid
120.64,A,RENT,Fully Paid
345.08,C,MORTGAGE,Fully Paid
45.8,C,RENT,Fully Paid
494.57,B,MORTGAGE,Fully Paid
96.52,A,MORTGAGE,Fully Paid
644.68,C,MORTGAGE,Fully Paid
424.85,B,MORTGAGE,Fully Paid
72.54,B,MORTGAGE,Fully Paid
408.04,E,MORTGAGE,Fully Paid
246.99,A,MORTGAGE,Fully Paid
473.45,A,RENT,Fully Paid
531.74,C,MORTGAGE,Fully Paid
331.76,A,MORTGAGE,Fully Paid
373.63,B,MORTGAGE,Fully Paid
146.2,E,RENT,Fully Paid
180.85,C,MORTGAGE,Fully Paid
229.14,B,RENT,Charged Off
456.98,D,RENT,Charged Off
664.2,B,OWN,Fully Paid
268.87,E,MORTGAGE,Fully Paid
645.1,B,RENT,Fully Paid
370.48,A,MORTGAGE,Charged Off
211.12,A,MORTGAGE,Fully Paid
126.68,A,MORTGAGE,Fully Paid
238.02,B,RENT,Fully Paid
73.01,A,RENT,Fully Paid
81.37,B,RENT,Fully Paid
168.9,A,MORTGAGE,Fully Paid
424.92,B,MORTGAGE,Charged Off
896.22,E,MORTGAGE,Fully Paid
375.85,E,OWN,Fully Paid
295.47,A,RENT,Fully Paid
41.01,C,RENT,Fully Paid
304.18,A,RENT,Fully Paid
170.41,A,MORTGAGE,Fully Paid
371.54,B,MORTGAGE,Fully Paid
265.68,B,RENT,Fully Paid
419.88,A,RENT,Fully Paid
188.59,A,MORTGAGE,Fully Paid
730.02,A,MORTGAGE,Fully Paid
154.37,A,RENT,Fully Paid
442.27,C,OWN,Fully Paid
557.93,B,MORTGAGE,Fully Paid
162.73,B,MORTGAGE,Fully Paid
444.79,B,MORTGAGE,Fully Paid
162.73,B,OWN,Fully Paid
485.13,C,MORTGAGE,Fully Paid
274.12,C,RENT,Fully Paid
130.18,B,MORTGAGE,Fully Paid
246.15,A,OWN,Fully Paid
51.26,C,RENT,Fully Paid
377,A,RENT,Fully Paid
67.38,C,MORTGAGE,Fully Paid
491.59,D,MORTGAGE,Charged Off
123.08,A,MORTGAGE,Fully Paid
280.22,B,RENT,Charged Off
555.99,B,RENT,Fully Paid
131.87,F,OWN,Charged Off
351.62,B,MORTGAGE,Fully Paid
329.72,B,OWN,Charged Off
101.07,C,RENT,Fully Paid
56.87,C,RENT,Charged Off
687.42,B,MORTGAGE,Fully Paid
376.76,D,MORTGAGE,Fully Paid
654.68,B,RENT,Fully Paid
531.36,B,MORTGAGE,Fully Paid
91.26,A,OWN,Fully Paid
989.14,B,MORTGAGE,Fully Paid
290.24,B,RENT,Fully Paid
351.49,D,RENT,Charged Off
389.01,D,MORTGAGE,Fully Paid
680.49,E,MORTGAGE,Fully Paid
567.61,A,MORTGAGE,Fully Paid
230.41,A,RENT,Fully Paid
246.27,B,RENT,Charged Off
380.82,E,RENT,Fully Paid
42.59,A,MORTGAGE,Fully Paid
368.69,D,MORTGAGE,Charged Off
575.39,A,RENT,Fully Paid
179.49,D,OWN,Fully Paid
621.13,C,MORTGAGE,Charged Off
272.98,C,RENT,Fully Paid
449.8,B,MORTGAGE,Fully Paid
863.85,G,RENT,Fully Paid
976.24,G,MORTGAGE,Charged Off
142.04,A,RENT,Charged Off
32.98,B,RENT,Fully Paid
522.37,E,RENT,Fully Paid
529.86,B,MORTGAGE,Fully Paid
765.36,D,RENT,Charged Off
214.03,C,RENT,Fully Paid
778.38,B,MORTGAGE,Fully Paid
180.96,A,RENT,Fully Paid
593.67,B,MORTGAGE,Fully Paid
360.08,B,MORTGAGE,Fully Paid
628.85,E,MORTGAGE,Charged Off
365.01,A,MORTGAGE,Fully Paid
428.91,D,MORTGAGE,Fully Paid
142.4,B,RENT,Fully Paid
274.19,D,OWN,Fully Paid
351.53,D,RENT,Fully Paid
606.41,C,MORTGAGE,Fully Paid
550.54,E,RENT,Charged Off
268.29,A,RENT,Charged Off
223.94,A,RENT,Fully Paid
552.99,B,MORTGAGE,Fully Paid
273.76,A,MORTGAGE,Fully Paid
339.16,B,RENT,Charged Off
554.32,B,MORTGAGE,Charged Off
622.04,A,MORTGAGE,Fully Paid
155.51,A,MORTGAGE,Fully Paid
180.96,A,MORTGAGE,Fully Paid
115.37,A,RENT,Fully Paid
154.37,A,RENT,Fully Paid
652.51,E,RENT,Fully Paid
30.42,A,MORTGAGE,Fully Paid
273.39,C,OWN,Fully Paid
631.26,A,MORTGAGE,Fully Paid
342.79,C,RENT,Charged Off
164.86,B,RENT,Fully Paid
408.85,F,RENT,Charged Off
458.28,B,MORTGAGE,Fully Paid
184.78,D,RENT,Fully Paid
130.18,B,RENT,Fully Paid
168.9,A,OWN,Fully Paid
87.89,D,MORTGAGE,Fully Paid
525.48,C,MORTGAGE,Fully Paid
220.96,B,MORTGAGE,Fully Paid
202.14,C,MORTGAGE,Fully Paid
296.75,B,MORTGAGE,Fully Paid
195.7,A,RENT,Fully Paid
496.92,B,MORTGAGE,Fully Paid
114.23,A,RENT,Fully Paid
61.75,A,OWN,Fully Paid
125.59,D,RENT,Fully Paid
392.08,A,MORTGAGE,Fully Paid
189.38,A,MORTGAGE,Fully Paid
1256.4,D,MORTGAGE,Fully Paid
631.26,A,MORTGAGE,Fully Paid
1230.33,D,MORTGAGE,Fully Paid
182.51,A,RENT,Fully Paid
77.76,A,RENT,Fully Paid
442.43,D,RENT,Charged Off
746.44,A,MORTGAGE,Fully Paid
352.7,B,MORTGAGE,Fully Paid
1049.1,D,MORTGAGE,Fully Paid
141.5,C,OWN,Fully Paid
209.09,D,MORTGAGE,Fully Paid
101.01,A,OWN,Fully Paid
397.95,F,RENT,Fully Paid
158.99,C,RENT,Fully Paid
203.77,B,RENT,Fully Paid
1154,B,RENT,Fully Paid
336.9,C,RENT,Fully Paid
380.26,E,MORTGAGE,Fully Paid
664.2,B,RENT,Fully Paid
778.69,A,MORTGAGE,Fully Paid
506.69,A,MORTGAGE,Fully Paid
333.6,B,MORTGAGE,Fully Paid
617.46,A,RENT,Fully Paid
532.67,F,MORTGAGE,Fully Paid
315.63,A,RENT,Fully Paid
378.67,F,RENT,Fully Paid
151.51,A,RENT,Fully Paid
495.87,D,MORTGAGE,Fully Paid
258.1,B,MORTGAGE,Fully Paid
634.7,E,MORTGAGE,Charged Off
531.36,B,RENT,Fully Paid
365.01,A,MORTGAGE,Fully Paid
93.31,A,MORTGAGE,Fully Paid
368.69,D,RENT,Charged Off
241.97,B,RENT,Charged Off
159.41,B,RENT,Fully Paid
494.57,B,RENT,Fully Paid
219.88,B,RENT,Fully Paid
61.44,B,RENT,Fully Paid
428.23,B,RENT,Fully Paid
230.41,C,MORTGAGE,Fully Paid
180.96,A,MORTGAGE,Fully Paid
307.68,A,MORTGAGE,Fully Paid
243.34,A,RENT,Fully Paid
666.72,D,RENT,Fully Paid
478.22,C,MORTGAGE,Charged Off
61.54,A,MORTGAGE,Fully Paid
206.48,B,RENT,Fully Paid
266.29,B,MORTGAGE,Charged Off
464.15,B,MORTGAGE,Fully Paid
260.36,B,MORTGAGE,Fully Paid
167.38,C,MORTGAGE,Fully Paid
245.8,D,MORTGAGE,Fully Paid
254.91,B,MORTGAGE,Fully Paid
227.82,B,RENT,Fully Paid
98.92,B,RENT,Charged Off
924.66,D,MORTGAGE,Fully Paid
81.44,C,RENT,Fully Paid
151.67,B,RENT,Fully Paid
186.61,A,MORTGAGE,Fully Paid
520.53,E,RENT,Fully Paid
199.26,B,RENT,Fully Paid
298.1,A,MORTGAGE,Fully Paid
200.64,B,MORTGAGE,Charged Off
366.16,B,RENT,Fully Paid
78.11,B,OWN,Fully Paid
395.66,B,MORTGAGE,Charged Off
1084.43,E,MORTGAGE,Fully Paid
203.59,C,OWN,Fully Paid
592.8,B,MORTGAGE,Fully Paid
345.69,E,MORTGAGE,Charged Off
230.48,B,MORTGAGE,Fully Paid
842.23,C,MORTGAGE,Fully Paid
147.41,E,RENT,Fully Paid
130.18,B,RENT,Fully Paid
291.76,D,MORTGAGE,Fully Paid
771.82,A,MORTGAGE,Fully Paid
551.85,A,OWN,Fully Paid
316.63,B,RENT,Charged Off
580.73,B,RENT,Fully Paid
94.69,A,MORTGAGE,Fully Paid
77.19,A,MORTGAGE,Fully Paid
340.47,C,MORTGAGE,Fully Paid
365.01,A,MORTGAGE,Fully Paid
789.66,E,MORTGAGE,Fully Paid
525.55,E,MORTGAGE,Fully Paid
199.26,B,MORTGAGE,Fully Paid
336.9,C,MORTGAGE,Fully Paid
271.7,B,RENT,Fully Paid
467.01,D,MORTGAGE,Fully Paid
534.89,D,RENT,Fully Paid
403.75,C,MORTGAGE,Charged Off
428.91,D,MORTGAGE,Fully Paid
228.25,B,RENT,Fully Paid
391.28,B,MORTGAGE,Fully Paid
297.39,B,MORTGAGE,Fully Paid
255.33,B,OWN,Fully Paid
520.67,D,RENT,Charged Off
73.01,A,MORTGAGE,Fully Paid
121.67,A,RENT,Charged Off
387.15,B,MORTGAGE,Fully Paid
395.66,B,RENT,Fully Paid
589.22,B,MORTGAGE,Fully Paid
422.24,A,RENT,Fully Paid
456.27,A,RENT,Fully Paid
